NAME,Bow 2007,Early 2007,Muzzleloader 2007,Rifle 2007,2007 Total,Bow 2008,Early 2008,Muzzleloader 2008,Rifle 2008,2008 Total,Bow 2009,Early 2009,Muzzleloader 2009,Rifle 2009,Unknown 2009 ,2009 Total,Bow 2010,Early 2010,Muzzleloader 2010,Rifle 2010 ,2010 Total,Bow 2011,Early 2011 ,Muzzleloader 2011 ,Rifle 2011,2011 Total,Bow 2012,Early 2012,Muzzleloader 2012,Rifle 2012,2012 Total,Bow 2013,Early 2013,Muzzleloader 2013,Rifle 2013,2013 Total,Bow 2014,Early 2014,Muzzleloader 2014,Rifle 2014,2014 Total,Bow 2015,Early 2015,Muzzleloader 2015,Rifle 2015 ,2015 Total,Bow 2016,Early 2016,Muzzleloader 2016,Rifle 2016,Unknown 2016,2016 Total,Bow 2017,Early 2017,Muzzleloader 2017,Rifle 2017,Unknown 2017,2017 Total,Bow 2018,Early 2018,Muzzleloader 2018,Rifle 2018,Unknown 2018,2018 Total,Bow 2019,Early 2019,Muzzleloader 2019 ,Rifle 2019,Unknown 2019,2019 Total,Bow 2020,Early 2020,Muzzleloader 2020,Rifle 2020,Unknown 2020,2020 Total,Bow 2021,Early 2021,Muzzleloader 2021,Rifle 2021,Unknown 2021,2021 Total,Bow 2022,Early 2022,Muzzleloader 2022,Rifle 2022,Unknown 2022,Grand Total
Fine,0,6,1,1,8,0,2,1,6,9,2,3,1,2,0,8,0,4,0,1,5,0,2,0,2,4,0,6,1,0,7,1,3,2,3,9,0,2,2,1,5,1,9,1,2,13,0,12,0,3,0,15,0,4,0,3,0,7,1,4,0,1,0,6,0,1,0,3,0,4,0,8,2,3,0,13,0,0,0,6,0,6,0,0,0,6,0,125
Fishkill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2
Floyd,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Forestburg,3,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,7,2,0,0,14,16,6,0,0,4,10,7,0,0,8,15,4,13,0,1,18,2,8,0,8,18,5,8,0,2,0,15,2,5,0,3,0,10,3,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
Forestburgh,0,0,0,0,0,4,0,1,13,18,7,0,0,7,0,14,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,4,1,17,3,11,0,1,0,15,4,5,0,5,0,14,3,6,0,0,0,89
Forestport,0,8,0,2,10,1,0,0,1,2,0,17,2,3,0,22,1,6,4,0,11,0,1,0,0,1,0,4,1,1,6,0,4,0,2,6,0,12,0,1,13,1,4,0,2,7,0,4,0,0,0,4,0,4,0,0,0,4,0,10,0,1,0,11,1,0,0,1,0,2,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,117
Fort Ann,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,11
Fort Covington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Fowler,0,1,0,0,1,0,1,1,5,7,0,2,2,1,0,5,1,1,1,6,9,0,1,0,0,1,0,2,0,0,2,2,2,0,2,6,0,3,0,1,4,1,1,0,1,3,0,0,0,1,0,1,0,3,0,1,0,4,0,3,0,0,0,3,1,0,0,2,0,3,0,3,1,1,0,5,0,0,0,2,0,2,0,0,0,0,0,56
Franklin,0,3,0,1,4,1,1,1,3,6,2,5,0,3,0,10,1,2,0,1,4,0,0,0,2,2,0,3,0,3,6,0,0,0,2,2,0,3,0,0,3,1,0,1,0,2,1,0,0,0,0,1,2,0,0,2,0,4,4,1,0,1,0,6,2,0,0,2,0,4,1,2,0,0,0,3,0,0,0,9,0,9,0,0,0,5,0,71
Franklinville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,12
Freedom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fremont,0,0,0,5,5,0,0,0,2,2,1,0,0,2,0,3,2,0,0,5,7,3,0,1,7,11,1,0,0,2,3,1,0,0,1,2,2,1,0,3,6,1,0,0,5,6,2,0,0,2,0,4,2,1,0,4,0,7,1,0,0,3,0,4,3,0,0,2,0,5,2,2,0,0,0,4,1,1,0,3,0,5,0,0,0,0,0,74
French Creek,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,1,0,0,0,1,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3,0,3,2,0,0,2,0,4,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,27
Friendship,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,2,2,0,0,0,1,1,1,0,0,3,4,1,0,0,1,2,2,0,0,0,2,0,0,0,1,1,2,0,0,0,0,2,2,0,0,2,0,4,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,26
Fulton,0,0,0,4,4,2,0,0,4,6,0,0,0,2,0,2,2,0,0,3,5,1,0,0,2,3,2,0,0,1,3,0,0,0,3,3,1,0,0,4,5,3,0,0,1,4,0,0,0,1,0,1,2,0,0,4,0,6,1,0,0,2,0,3,1,0,0,1,0,2,0,0,0,2,0,2,1,0,0,0,0,1,1,0,0,3,0,54
Gainesville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Galen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gallatin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
Gardiner,1,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,5,0,0,0,3,0,3,4,1,0,0,0,5,1,0,0,1,0,2,1,0,0,0,0,24
Genesee,0,0,0,1,1,4,0,1,1,6,2,0,1,2,0,5,0,0,1,1,2,4,0,0,2,6,1,0,0,1,2,3,0,0,2,5,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,4,0,0,1,0,5,0,0,0,0,0,0,1,0,1,2,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,42
Genesee Falls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Georgetown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
German Flatts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
Germantown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Gerry,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,0,2,0,0,0,2,0,2,0,0,0,0,0,12
Ghent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
Gilboa,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,2,1,0,0,0,1,1,0,0,2,3,2,0,0,2,4,2,0,0,1,3,2,0,0,1,3,4,1,1,2,8,2,0,0,1,0,3,2,0,0,0,0,2,2,0,0,2,0,4,1,0,0,3,0,4,0,1,0,0,0,1,0,0,0,1,0,1,4,0,0,2,0,48
Glen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Glens Falls Cit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gloversville,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Gorham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Goshen,0,0,0,1,1,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,4,1,0,0,5,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,2,1,0,0,1,0,2,2,0,0,0,0,2,0,0,0,4,0,4,2,1,0,1,0,29
Gouverneur,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,1,3,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,18
Grafton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,2,0,0,0,2,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,13
Granger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
Granville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Great Valley,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,2,0,5,1,0,0,0,0,1,0,0,0,1,0,18
Greene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,7
Greenfield,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,5
Greenport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2
Greenville,3,0,0,6,9,2,0,0,3,5,0,0,2,1,0,3,3,0,0,2,5,3,0,0,5,8,2,0,1,6,9,4,0,0,2,6,2,5,0,1,8,3,4,0,3,10,2,3,0,1,0,6,1,0,0,1,0,2,3,0,0,1,0,4,3,4,1,3,0,11,6,4,0,3,0,13,4,0,0,0,0,4,3,1,0,0,0,107
Greenwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Greenwood,0,0,0,2,2,1,0,0,0,1,2,0,1,1,0,4,2,0,0,0,2,1,0,1,3,5,3,0,0,5,8,2,0,0,1,3,1,0,1,6,8,2,0,0,9,11,0,0,0,0,0,0,1,0,0,3,0,4,2,0,0,1,0,3,2,0,0,3,0,5,1,0,0,0,0,1,3,0,0,1,0,4,2,0,0,1,0,64
Greig,1,2,1,1,5,0,1,1,5,7,2,5,3,2,0,12,0,3,1,3,7,0,1,0,4,5,1,6,1,2,10,0,2,2,4,8,0,9,1,1,11,1,4,1,1,7,4,6,1,0,0,11,0,0,0,1,0,1,1,7,0,1,0,9,0,1,0,0,0,1,0,4,0,0,0,4,0,0,0,1,0,1,0,0,0,6,0,105
Grove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,1,0,0,1,0,2,0,0,0,1,0,8
Groveland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Guilderland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Guilford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
Hadley,0,0,2,0,2,0,0,0,3,3,0,0,3,3,0,6,0,1,2,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,3,1,0,0,5,0,2,0,1,0,3,1,5,0,2,0,8,0,0,0,1,0,1,0,1,0,2,0,3,0,0,0,2,0,2,0,0,0,3,0,43
Hague,0,0,0,2,2,0,0,1,5,6,0,1,0,1,0,2,0,0,0,2,2,0,0,0,1,1,0,4,0,1,5,1,0,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,3,0,3,0,1,0,0,0,1,0,3,1,2,0,6,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,36
Halcott,1,0,0,0,1,0,0,0,2,2,0,0,0,4,0,4,1,0,0,0,1,1,0,0,2,3,1,0,0,1,2,1,0,0,1,2,0,2,0,1,3,0,0,0,2,2,1,1,0,0,0,2,0,1,0,2,0,3,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,0,0,3,0,0,0,1,0,1,0,1,0,1,0,33
Halfmoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hamburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hamden,0,0,0,2,2,2,0,0,4,6,0,0,0,1,0,1,2,0,0,1,3,1,0,0,0,1,1,0,0,1,2,0,0,0,2,2,0,1,0,2,3,0,3,1,1,5,1,5,0,1,0,7,0,5,0,1,0,6,2,1,0,0,0,3,3,2,0,2,0,7,1,2,0,0,0,3,1,0,0,1,0,2,3,3,0,2,0,61
Hamilton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
Hammond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,1,0,5
Hamptonburgh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Hancock,2,0,0,16,18,9,0,0,20,29,11,0,0,7,0,18,10,0,0,3,13,3,0,1,26,30,7,0,0,8,15,12,0,0,15,27,11,0,0,18,29,11,0,0,29,40,12,0,0,13,1,26,12,0,0,17,0,29,8,0,0,10,0,18,12,0,0,27,1,40,10,14,0,5,0,29,4,3,0,18,0,25,8,9,0,5,0,408
Hanover,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5
Hardenburgh,3,0,0,6,9,0,0,0,19,19,3,0,0,2,0,5,1,0,0,3,4,1,0,0,12,13,3,0,0,0,3,0,0,0,9,9,1,4,0,1,6,0,1,1,1,3,0,0,0,3,0,3,1,0,0,12,0,13,0,3,0,0,0,3,0,1,0,4,0,5,0,8,0,4,1,13,0,0,0,2,0,2,0,0,0,2,0,112
Harmony,2,0,0,0,2,1,0,0,1,2,1,0,0,0,0,1,1,0,0,1,2,0,0,0,4,4,1,0,0,8,9,1,0,0,3,4,2,0,1,2,5,1,0,0,1,2,1,0,0,2,0,3,2,0,0,1,0,3,1,0,0,1,0,2,1,0,0,3,0,4,1,0,0,4,0,5,1,0,0,0,0,1,2,0,0,1,0,52
Harpersfield,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5
Harrietstown,0,2,0,0,2,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17
Harrisburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,8
Hartsville,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,3,4,0,0,5,9,0,0,0,1,1,5,0,0,2,7,1,0,0,0,0,1,2,0,0,1,0,3,1,0,0,0,0,1,2,0,0,1,1,4,1,0,0,2,0,3,3,0,0,1,0,4,1,0,0,0,0,41
Haverstraw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Hebron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6
Hector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Herkimer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,0,7
Hermon,0,0,0,0,0,0,0,1,2,3,0,2,3,1,0,6,0,1,1,0,2,0,1,0,0,1,0,4,0,0,4,0,0,1,1,2,1,4,0,3,8,0,3,1,0,4,2,2,1,3,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,48
Highland,3,0,0,10,13,3,0,0,5,8,2,0,0,5,0,7,3,0,0,2,5,5,0,0,5,10,4,0,0,14,18,4,0,0,5,9,2,4,0,11,17,1,3,0,10,14,6,7,0,6,0,19,6,5,1,2,0,14,3,3,0,4,0,10,2,5,0,2,0,9,3,4,0,2,0,9,0,1,0,4,0,5,0,4,0,1,0,172
